Mã,Loại,Điểm,Giá,RSI,Volume Ratio,Stop-loss,Target 1,R/R,P/E,ROE,EPS Growth,D/E
VJC,SWING,55,138849.2550180082,65.85572019713054,0.8837806684453181,118971.2519557152,140239.8215703137,0.06995504266438621,,,,
QNS,SWING,50,88628.86471657809,64.19539807725818,1.6367958714445445,77458.49873790934,91483.06634869637,0.2555154985583063,,,,
VGG,SWING,50,101189.56119782997,44.14871221472691,1.6431647568883452,93809.14662762378,106001.3788241761,0.6519711840810187,,,,
STB,SWING,50,95305.60665064563,69.06590351715464,1.5188303480897851,80530.65838140587,99049.78459227794,0.25341394591731914,,,,
ACL,SWING,50,99941.69463857604,67.80502537687147,1.6471515826704346,83171.95157587602,103139.22922714177,0.19067284314437855,,,,
MIG,SWING,50,143655.98637923927,67.80520821889195,1.7290027393606795,122333.31284897149,148280.74579553137,0.21689397484453352,,,,
HUT,SWING,50,24943.676414850273,57.392479214383904,1.8681892721881856,21944.132559232403,26031.05376837569,0.36251423745275696,,,,
SSB,SWING,50,105254.61481387413,57.2591338764301,1.8504183018401903,92088.91701289445,108896.18610044217,0.27659538762138886,,,,
VPH,SWING,50,36852.82467788444,66.26144004445918,2.0618048403784233,32521.357884800043,38001.89450221494,0.26528422800449536,,,,
IDI,SWING,50,92334.34018662723,58.744101187575204,1.8177863462655697,80581.52114439303,95602.38861452266,0.27806506814676274,,,,
HND,SWING,50,134218.4355525254,69.00603487802059,1.714992290382932,116226.1884692344,142600.30910670533,0.46586029612521296,,,,
TBC,SWING,50,108939.22205178229,63.46491370169854,2.070336100933217,96047.28741501165,113827.05522127607,0.37913884201309905,,,,
CSV,LONG_TERM,100,35602.23238230197,,,,,,21.915415245709013,20.609474282927476,14.053770830200985,0.5979048089700963
BSR,LONG_TERM,100,68372.36664483509,,,,,,24.591461108118725,20.33210391620704,14.078144284923837,0.5852743933820908
VGG,LONG_TERM,100,101189.56119782997,,,,,,14.44231986532039,22.813501872470884,25.959701535860432,0.9890031601693094
VGT,LONG_TERM,100,87726.16550338322,,,,,,24.640720155023754,17.20420442249682,16.86220758439738,1.1368857143028113
OCB,LONG_TERM,100,110023.70282982662,,,,,,23.661762767040425,18.53244778604663,18.665218861539543,0.288507758510858
DGW,LONG_TERM,100,84097.27138711435,,,,,,11.622980182124481,18.146936594624773,28.041575292435994,1.4954880752869
DXG,LONG_TERM,100,82491.36643929778,,,,,,15.349214069932497,19.759782464830337,11.785091712933262,0.4105244273578038
SMC,LONG_TERM,100,79525.4031858819,,,,,,8.51041865545825,18.71801340502233,12.769503940978453,0.8571028765516417
AST,LONG_TERM,100,75020.69861859227,,,,,,17.658863395103268,21.673522993347415,24.043781504772326,0.6071576779719348
SAM,LONG_TERM,100,127038.13543870919,,,,,,11.974409983887377,23.800543465539956,22.79255775292207,0.6221065134801287
HUT,LONG_TERM,100,24943.676414850273,,,,,,15.25070523453973,23.418531525833902,14.898587473167481,1.1456281236697607
AGR,LONG_TERM,100,46679.93996437532,,,,,,11.060166403130962,21.68223239646115,12.944216187559693,0.35766279583557614
MSN,LONG_TERM,100,76390.86137876897,,,,,,8.929112912969169,24.230652287617904,12.135562642753762,1.0194497705757506
PPC,LONG_TERM,100,77092.84912077489,,,,,,20.697859835673434,20.048461180362327,18.828666419266405,0.2202091417997083
ART,LONG_TERM,100,130149.26771673394,,,,,,18.233227132794653,21.645658687266707,10.445022273508009,1.388072398836926
GEG,LONG_TERM,100,28148.89801504527,,,,,,10.577489680742367,24.74385818291703,29.38235401478685,0.801834479235624
DPR,LONG_TERM,100,23087.433972084895,,,,,,20.708885141272297,19.19576189326607,12.945956288943869,0.40601140036916294
SSI,LONG_TERM,100,46581.247395244296,,,,,,23.61408572470421,22.46652742210954,27.69133777092494,0.8010340826424878
BID,LONG_TERM,100,106264.9518163303,,,,,,20.537264433360562,16.98207261708647,23.043416533678965,0.2708682968948977
IJC,LONG_TERM,100,151789.32480549318,,,,,,24.50371997532709,20.219496228909197,12.916676939614252,0.8998628977984742
DBC,LONG_TERM,100,20950.410037958824,,,,,,13.878489075279553,20.470638101954194,19.50826658756099,0.2707824461354871
SGB,LONG_TERM,100,125944.06018655725,,,,,,20.505456806378994,23.01263397329008,17.294864593379312,0.5355284924597643
KBC,LONG_TERM,100,95070.02478143194,,,,,,24.735026864550527,21.863802032356,21.818975330991893,0.3308517662532714
GVR,LONG_TERM,100,76284.3470149122,,,,,,17.492447797172687,18.214989433385583,29.316606472740247,1.0572991139835197
SAS,LONG_TERM,100,73717.74857294139,,,,,,24.73560521842045,21.439367421777774,15.670032189438391,1.0634526014350343
TVS,LONG_TERM,100,79110.11014408493,,,,,,15.095000262061287,18.31933489409332,20.271200389074913,0.40444772367530135
GMD,LONG_TERM,100,66235.46019556631,,,,,,10.987327304667295,18.94432331525909,12.719182727411102,1.4938313019743434
PLT,LONG_TERM,100,49872.63716125519,,,,,,10.331756342411042,24.621702376117838,24.399277479939386,0.2813692681486424
IDI,LONG_TERM,100,92334.34018662723,,,,,,11.021275936420754,24.549228491945236,29.631152927253012,1.369570946933553
HSG,LONG_TERM,100,49704.36113730111,,,,,,24.096369309770278,22.435031094664943,19.250987769128546,0.5633767711162012
VIB,LONG_TERM,100,75326.04292170402,,,,,,22.637850182666682,16.627765515252385,21.031953359563843,1.4258182461459317
EVS,LONG_TERM,100,24207.37219358379,,,,,,20.487210805712714,22.36064591853057,13.92127193577177,0.2607970957419708
ITD,LONG_TERM,100,38136.15181058094,,,,,,17.649363935677286,18.51941498612681,18.217187236357283,1.4291127310850622
IMP,LONG_TERM,100,116156.54908084848,,,,,,22.73108172673473,22.776261186620317,10.563881437366529,1.2918068589808658
BVS,LONG_TERM,85,83033.69991321908,,,,,,14.972391930021255,20.69794842447262,18.29404955902018,1.849860036255071
PLX,LONG_TERM,85,79071.62254006155,,,,,,19.02409775821505,17.406903201357622,29.722835726317925,1.781534496483871
KDH,LONG_TERM,85,107638.42684031195,,,,,,13.830362446174835,22.694263406383268,25.488228751464455,1.502622436294832
LCG,LONG_TERM,85,186682.3290283542,,,,,,20.662054038730695,20.682206475134237,22.847425003671596,1.6291440932227927
FMC,LONG_TERM,85,123962.6320830536,,,,,,19.13599842997509,17.656777413095902,20.952627941286394,1.96311840185933
VBB,LONG_TERM,85,120403.09450602494,,,,,,13.576853013439177,21.422044282429503,23.43750592063786,1.7351009471907137
CTD,LONG_TERM,85,42085.18861645747,,,,,,12.524883607190203,23.449734596502914,23.13822795013906,1.7843181558150276
HAC,LONG_TERM,85,95455.16269363322,,,,,,14.9098627959304,20.540185145394172,29.55768023187813,1.5832757895331726
ABT,LONG_TERM,85,95373.50271862233,,,,,,9.271755558269186,24.934267144844362,22.67996685695593,1.7320591755600097
ROS,LONG_TERM,85,108700.52323325076,,,,,,23.62872668482839,24.570950354070714,17.106730721016483,1.7664645753908197
TMP,LONG_TERM,85,27826.749988474465,,,,,,20.547868768654137,19.03545824958046,29.13200272543436,1.8643877298372415
BMS,LONG_TERM,85,125415.70958904647,,,,,,18.411521326646568,22.37504459599849,18.527153973135317,1.9729403317238023
PVC,LONG_TERM,85,73907.53103350884,,,,,,8.8886361134402,21.21574106407939,24.41244061911003,1.7559560562569494
QCG,LONG_TERM,80,127058.22619806173,,,,,,26.65424848587097,16.366089803053224,24.174077939707345,0.4134650650934196
FOX,LONG_TERM,80,31292.61544395843,,,,,,29.11527898436357,17.915159570988997,26.579574623283925,0.6603756578438549
DHT,LONG_TERM,80,75851.4431359202,,,,,,25.099721624717006,15.459310447983173,18.377975550860853,1.465843314008531
CMG,LONG_TERM,80,92563.76855287075,,,,,,27.640563951586927,16.435990582937293,20.99848610322522,1.1126447465780225
TPB,LONG_TERM,80,127120.85945681916,,,,,,26.300902397733335,17.00219959266228,23.960642065394687,0.7869299017915032
SZC,LONG_TERM,80,66868.23183514533,,,,,,26.17765888195641,17.928882525193632,10.815244399486854,1.0409758880485747
FRT,LONG_TERM,80,116842.0980806397,,,,,,28.427590545164872,21.552904604165633,23.122382072167625,1.183888134464984
PRE,LONG_TERM,80,94107.95806075411,,,,,,26.29192351363762,23.413857904398025,28.737864821807946,0.30373853813946594
DHG,LONG_TERM,80,55127.879355870355,,,,,,26.70827513683085,16.723242683863912,25.939365142940915,0.992763252389437
BCM,LONG_TERM,75,55201.55319353235,,,,,,9.250946851072168,13.632867317786905,19.93648257256194,0.49913035244251525
VCS,LONG_TERM,75,114389.49551250433,,,,,,15.050307790850756,16.909504236676817,-9.613112342288993,0.46270384159660244
PVT,LONG_TERM,75,127733.45618004564,,,,,,14.787065863146001,8.317057871747265,13.813936068119652,0.6059443390901815
QNS,LONG_TERM,75,88628.86471657809,,,,,,9.213646714026636,9.14978973041228,14.068324640431278,1.3442559014519209
DIG,LONG_TERM,75,25787.216155633283,,,,,,12.856749842961163,8.785639525287436,29.708622617048427,0.2879395794348299
BCG,LONG_TERM,75,96515.71636034276,,,,,,12.984791089832619,12.601058978536667,15.581801895586445,0.5507530082623066
PET,LONG_TERM,75,24279.38832373958,,,,,,23.024815099654894,19.53571668446292,-7.841403533799292,1.044481074691065
CHP,LONG_TERM,75,49875.78098879213,,,,,,23.40564620282877,7.897670515635628,17.92495014473439,1.109206428794807
HNG,LONG_TERM,75,58320.363344409816,,,,,,11.64912678007278,5.5351221049280745,26.044605313164993,1.2566910454454998
HVN,LONG_TERM,75,32081.554317590522,,,,,,17.54428894177216,6.624278228149176,22.94175460294261,0.9816123670604819
SAB,LONG_TERM,75,40409.718559079214,,,,,,17.44426312858121,5.167551103585857,22.880395068714392,1.0450986972649776
LAS,LONG_TERM,75,61480.35910321667,,,,,,19.800093879913476,7.2717368483411216,22.773543141234043,1.2234282450203295
DCL,LONG_TERM,75,30732.757599068074,,,,,,20.50265273488036,16.78103448094541,-1.2328788357534215,0.7722132573263469
FPT,LONG_TERM,75,87867.70497539511,,,,,,17.147712198735963,11.639619078045683,28.3381299397226,1.3554845406710263
CII,LONG_TERM,75,116182.79722076375,,,,,,13.983409486740978,15.870513674877458,-8.147056100240286,1.4374171856287512
NVB,LONG_TERM,75,65968.22710980319,,,,,,17.476390826088142,18.005449220932064,5.031839988370113,0.6316876926073607
MVN,LONG_TERM,75,151760.81827341995,,,,,,20.40516311519051,9.828385376531699,18.604612717005992,0.8337054125528762
VIS,LONG_TERM,75,79747.1092284189,,,,,,21.187448105961057,19.461576970094356,-9.901012951623098,0.4615551780326557
VGS,LONG_TERM,75,113077.35586771599,,,,,,8.340026651329081,14.776141465258888,17.028784702331134,1.1713829758053773
SHB,LONG_TERM,75,116914.23304199285,,,,,,12.00213948832788,7.376679592211353,15.381080123920082,0.24853940759081636
ACL,LONG_TERM,75,99941.69463857604,,,,,,21.734936475291832,7.785166151112978,10.111126352134963,0.2919421137489233
REE,LONG_TERM,75,101311.48995112361,,,,,,15.195463481232263,11.085769166447587,12.67842911338198,0.2799256201807844
JVC,LONG_TERM,75,91442.08392727116,,,,,,21.304870848393968,17.205441780367956,7.081132781647025,1.0989188373463163
POW,LONG_TERM,75,71574.72229007188,,,,,,14.062280078440338,11.539677183645145,10.474352018097388,0.9866189026800403
SSB,LONG_TERM,75,105254.61481387413,,,,,,24.712321385035,17.457176281421958,7.376670529385674,0.5533587786525578
PVB,LONG_TERM,75,103315.96769648361,,,,,,23.011034130053062,16.928544481425746,-8.926537617098628,0.4619027614674471
DDV,LONG_TERM,75,22657.57782539683,,,,,,17.43597317969597,14.592482940570816,17.3681278893706,0.6926771703203163
NAB,LONG_TERM,75,37075.80436731116,,,,,,16.10008408644994,6.242278906664631,18.927289175988392,1.2806777353255376
SCR,LONG_TERM,75,90623.92264135912,,,,,,9.237157711714529,18.14518863385501,-4.893092217966686,0.44202840813826644
SBT,LONG_TERM,75,70598.59134149447,,,,,,11.509234702508667,13.197062354281865,24.098271649414293,1.3036624292847103
ACV,LONG_TERM,75,130187.08574979137,,,,,,21.41573149401594,10.446582846329468,19.01898352790124,1.4621465546329977
PC1,LONG_TERM,75,24565.135216233495,,,,,,20.637000888165247,7.2239705980456925,18.561409513523234,0.341855027520955
TAC,LONG_TERM,75,25910.62694185681,,,,,,14.622910177307247,17.572205951060788,-6.104100857818056,0.5153331096541978
DPM,LONG_TERM,75,176646.06583957028,,,,,,14.058931573312979,18.711793992816162,3.0962379426229845,1.1771188970781326
AAA,LONG_TERM,75,108934.12966821187,,,,,,24.621897101350818,18.742765387305024,1.8354419273169995,1.4548499469565184
DSN,LONG_TERM,75,102508.82526308562,,,,,,11.88909926055085,18.748987722550154,-3.99032230176092,0.5720181006013544
BVB,LONG_TERM,75,106249.61877814367,,,,,,14.060540322502378,22.89898449094009,-5.233087270994852,1.0812092736150944
GEX,LONG_TERM,75,74890.76924893569,,,,,,24.216567663328572,18.184623747504453,-7.306400538322508,0.7846837483638682
VPB,LONG_TERM,75,107589.17923133408,,,,,,9.21330265431518,18.5318326845102,-9.057189343167842,0.818622845038691
VND,LONG_TERM,75,41014.79558501144,,,,,,20.120161015924,9.856123979203876,25.75689450938117,0.8529249610110827
HPG,LONG_TERM,75,33171.61641844409,,,,,,13.225955612784357,6.422403260920941,21.723253362037074,1.2122315988105845
HAG,LONG_TERM,75,73139.82782573176,,,,,,13.484242845778255,12.351652300541613,19.74467935808413,0.6577336065544698
VDS,LONG_TERM,75,21038.53109901133,,,,,,17.431884541430534,23.640853877499733,-8.373606271152006,0.3387074443579863
VNG,LONG_TERM,75,102397.30425029928,,,,,,21.725768073816184,21.113636853793864,2.8306766942157537,0.6608206361594526
HRC,LONG_TERM,75,64346.481346411114,,,,,,8.424918555319548,19.746852873120552,9.541416909258622,0.6246883437119926
DRH,LONG_TERM,75,80335.89421015553,,,,,,10.514942971110141,16.945763136813827,-6.994853143398774,0.651827193317462
PNJ,LONG_TERM,75,70420.24614202172,,,,,,23.756131326329854,15.291342126509067,9.573787939968955,0.36468084061522954
VTR,LONG_TERM,75,64752.23153336818,,,,,,19.586822864173023,14.160705434004148,29.91715911561242,0.5821330999499343
BMI,LONG_TERM,75,51236.95076127069,,,,,,16.09098767458552,21.53874603005926,3.877251768044365,0.5771674399718107
EIB,LONG_TERM,75,97049.9975385435,,,,,,21.105278537393104,16.272539800857743,3.314492856190814,1.4820007701559168
HTN,LONG_TERM,75,100379.13048957249,,,,,,18.832038379283233,8.178709910457094,25.17474920103301,1.433783967419997
TRC,LONG_TERM,75,166429.4558030366,,,,,,13.617990690372634,11.254746691638612,13.210802464547776,1.3496963621301399
LSS,LONG_TERM,75,41590.240796915525,,,,,,14.526651301094702,19.172359180846524,-5.468493583162464,1.1744664065136123
SHS,LONG_TERM,75,32778.027001613045,,,,,,16.42679595781945,5.720688528896467,14.07925058376117,1.3133294662924426
SCS,LONG_TERM,75,86870.6730851987,,,,,,8.723468485288118,24.270333322455933,2.3621987244310017,1.1019751862021694
DBD,LONG_TERM,75,42125.52468520476,,,,,,10.452773750100302,17.900914390600278,-7.825992694782595,1.2655756446692594
ABB,LONG_TERM,75,107735.60635455894,,,,,,20.854102918516787,22.877493743391454,5.5532201585628815,1.2891055335651538
D2D,LONG_TERM,75,47028.83658481269,,,,,,18.797485305339215,8.243568240010601,12.006302586717151,0.7618490214365785
PGS,LONG_TERM,75,117570.71395059064,,,,,,18.380403675102524,21.051858699471396,6.105872055948794,0.7793305261728471
VIC,LONG_TERM,75,45776.875435867136,,,,,,18.595210062341593,23.12283996528228,-5.431765877512653,1.453286697329316
HBS,LONG_TERM,75,90477.49995567674,,,,,,10.080744615051918,12.833835713058836,18.60884217986999,1.4597315287840247
BIC,LONG_TERM,75,41000.98773424342,,,,,,18.607780518890866,20.623769930081966,-9.590798546207377,0.3519034626273234
CTG,LONG_TERM,75,16743.50854890971,,,,,,15.609621445894794,9.205877715012637,19.65720873238085,0.7561205185111652
DBT,LONG_TERM,75,81150.05732829214,,,,,,8.651696533280102,24.138485993602767,-7.153431211682411,0.8177051620818694
BAB,LONG_TERM,75,61747.22505309871,,,,,,21.261068901739478,10.715484998324754,28.3852213769934,1.0029028453826412
VC7,LONG_TERM,75,172694.5466820801,,,,,,20.570341509550154,9.319111741384713,22.629305016506443,1.4832850585659778
VHC,LONG_TERM,65,128895.97489707456,,,,,,29.191977772673468,18.194500739875238,18.84931247311251,1.8143988707046532
HDB,LONG_TERM,65,87687.03822011224,,,,,,25.825068452592827,24.524905187311717,16.560327799905398,1.9559354661907637
VNR,LONG_TERM,65,120124.85593615014,,,,,,29.517501605197634,18.45947236896199,12.271117007013387,1.8730564629653286
VJC,LONG_TERM,65,138849.2550180082,,,,,,28.02415850409649,15.838364405445093,23.57004054379388,1.7687654897918605
PGB,LONG_TERM,60,54895.8256125883,,,,,,9.051267989666202,16.715923333891528,-7.8353473369681215,1.6080575286389651
DCM,LONG_TERM,60,62580.03963083986,,,,,,14.685566046891363,6.669697835885455,28.72221140586616,1.6987441801256424
KLB,LONG_TERM,60,20522.310327213912,,,,,,17.200333481757365,18.657720354353692,0.681366708188996,1.9241413874543765
PVD,LONG_TERM,60,128834.12901964752,,,,,,18.993584352480433,20.824882462200822,-8.308954060099714,1.6146690176919485
VTP,LONG_TERM,60,65685.04984698452,,,,,,17.04157036440713,22.087971744077326,-1.2655554583088993,1.9700412990299399
NKG,LONG_TERM,60,53927.10178108974,,,,,,24.97122286798582,22.57288364711362,-9.904854967166399,1.8156652363122878
CTI,LONG_TERM,60,82239.67351019979,,,,,,22.02310407904412,23.336174255872074,-0.3609267560276095,1.5184176990914178
HAR,LONG_TERM,60,173973.71827431204,,,,,,10.884133791607052,6.212053956468713,19.042731456465077,1.8159632968816206
VMD,LONG_TERM,60,83936.37592353039,,,,,,19.84034557357736,8.842941285494156,11.741857277757184,1.8149263953381485
LM8,LONG_TERM,60,113764.25134894365,,,,,,16.165130555058774,12.644077709757656,26.868759157849297,1.6062768190495829
VHM,LONG_TERM,60,90223.41555584826,,,,,,13.622511461199462,6.949520445845203,26.99254850263805,1.9605145651049605
VRE,LONG_TERM,60,71397.0747661005,,,,,,10.15282974628716,9.500186174498662,19.686592478050567,1.6361912848172484
VPH,LONG_TERM,60,36852.82467788444,,,,,,21.53465617767171,8.078761991043997,15.52421481633155,1.9224089019180306
ICF,LONG_TERM,60,70610.36816215827,,,,,,17.136928085309485,16.538907594670448,-9.870566780898296,1.8057076115559247
MCH,LONG_TERM,60,96904.1105679943,,,,,,13.22692816443441,24.916843836660256,7.41466730655965,1.6718296063559297
PAN,LONG_TERM,60,105947.1051196964,,,,,,10.367405739669357,13.100783245210753,17.491582801464016,1.6107532055418292
CSI,LONG_TERM,60,107143.62326343925,,,,,,21.367551227996472,9.20261948563854,12.957486083998553,1.9507765053088655
VC3,LONG_TERM,60,121665.80190814157,,,,,,11.552293576674993,20.619493361477627,-7.581393926081068,1.7352803345232743
FTS,LONG_TERM,60,141129.84626022945,,,,,,13.0941945767127,6.184317963758932,16.76704201485797,1.8458759396111613
ANV,LONG_TERM,60,27842.372858483763,,,,,,21.17422523793028,10.399955361646247,27.561533801235647,1.6662177963939486
KDC,LONG_TERM,60,52067.085188913516,,,,,,12.464700822443321,14.504111757266369,21.278633911096957,1.6653391577760464
TNG,LONG_TERM,60,106231.3920166814,,,,,,12.826619734240161,6.103918188004293,27.555599803974907,1.6054423240839852
SJS,LONG_TERM,60,37882.49942358616,,,,,,19.372122400274172,18.436976811891224,-6.837890560752831,1.9054696244331055
VCB,LONG_TERM,60,140017.71569729215,,,,,,12.6981566441578,21.219936718274134,7.974118394003593,1.7655449155179745
ELC,LONG_TERM,60,134192.76176273113,,,,,,15.17779203082689,12.651641790096251,29.93996278246975,1.723922499521217
SGT,LONG_TERM,55,131139.99099717004,,,,,,25.512443919593682,17.305988609861068,2.8766177265008874,1.4454233979651716
VGI,LONG_TERM,55,116378.97228322817,,,,,,28.469724364280054,16.910742822934445,-3.8751841446210955,1.4109911234097745
MIG,LONG_TERM,55,143655.98637923927,,,,,,26.283865740293063,21.35485982341383,-2.275078613428354,0.38998101238129923
GAS,LONG_TERM,55,16413.664084523534,,,,,,25.0734923320759,13.004258457762932,23.086893087040686,0.5569196941124355
APG,LONG_TERM,55,32254.456937641742,,,,,,29.920044442666367,6.75554435746923,22.143906893599983,0.31642832718487635
MBB,LONG_TERM,55,69439.32301337256,,,,,,28.143151424689353,24.33291571512157,-9.992866199567928,0.24888594660460742
HAT,LONG_TERM,55,140843.48926005705,,,,,,27.64816953533825,23.542559198236873,2.2914415532266865,1.2345847212024437
SHP,LONG_TERM,55,46220.95667508168,,,,,,29.430911989499755,9.647415184190578,23.98587364201375,0.5574833185951125
NVL,LONG_TERM,55,16079.53766953956,,,,,,28.831071169118463,17.66123039658535,8.800204395274172,0.6604159820392939
EVE,LONG_TERM,55,159864.0656534377,,,,,,29.433048619047852,7.200948075241187,13.09245111693204,0.9784197385740916
PGI,LONG_TERM,55,32479.77572729991,,,,,,22.7573500688173,22.186377126849976,-1.9378566579607117,1.6167001405862618
MWG,LONG_TERM,55,70214.42194616902,,,,,,26.079037575316804,8.36104011213524,19.670121459830867,0.398502939371259
DTL,LONG_TERM,55,51174.9185502029,,,,,,27.00368978599003,17.908499320104973,1.451832854446895,1.135190808602683
VCG,LONG_TERM,55,97049.80343912901,,,,,,27.919085270738748,21.099808127091112,-0.52090083969874,1.277173648481093
TCM,LONG_TERM,55,33268.34274971884,,,,,,27.93915629855615,15.510694261239271,4.576997587196274,1.1941612737406042
BFC,LONG_TERM,55,159157.25439004492,,,,,,25.825721692034854,23.0971587091573,7.654361723574539,1.2866046529514008
SFG,LONG_TERM,55,43722.43046468782,,,,,,25.66240913251454,15.59828960085291,-1.7619542912851784,0.32315258870656977
TDC,LONG_TERM,55,119565.33636388411,,,,,,29.328624256759806,24.081371775279216,3.6310188675278443,0.7770153447324684
HHV,LONG_TERM,55,127171.02322543348,,,,,,26.863867146095565,13.78126176006963,29.743914186594665,0.353066141094876
NBB,LONG_TERM,55,109904.89989266034,,,,,,26.239202259730337,19.871348746636375,-6.23131116678747,0.6022008851808289
DMC,LONG_TERM,55,97530.70527163196,,,,,,28.05407419678651,21.956620734731366,-7.153033438847913,1.4668956304262009
TBC,LONG_TERM,55,108939.22205178229,,,,,,27.213353770065208,23.981120192710414,-8.366090900646936,0.4597922946068582
BRR,LONG_TERM,55,150154.90455799366,,,,,,27.69019068487854,15.688207547322433,9.975099753081889,1.263060679717642
PDR,LONG_TERM,50,55966.49827534268,,,,,,23.50304007453656,12.084155020207689,-6.325878625604355,0.8412206221731586
VLC,LONG_TERM,50,90306.87374304915,,,,,,17.326166396873386,6.138517088368993,5.8833090125548715,1.4214768499554822
SC5,LONG_TERM,50,23382.467392562703,,,,,,20.41284535792156,8.385429427191482,6.100919972667967,0.49942855543033715
TSC,LONG_TERM,50,112370.33591499004,,,,,,23.74313792593334,10.834583107594142,5.9213708957335065,1.0494816272819165
HCM,LONG_TERM,50,95636.36364672551,,,,,,17.440152820575065,14.571661980707091,-6.5499052090415555,0.7610484055363549
GMC,LONG_TERM,50,81573.42951453282,,,,,,24.16849389046968,8.122857401438354,3.6952190931398974,1.160717141505788
NLG,LONG_TERM,50,59560.089695777795,,,,,,18.729506698716655,10.62920079716308,-1.892361886996401,1.0038692872039423
PVS,LONG_TERM,50,32647.649157337284,,,,,,20.979851984245762,13.945427762463009,2.990353277606035,0.785203700611188
CTS,LONG_TERM,50,44205.378788658585,,,,,,16.683737481223734,13.332970575629794,2.561357920283619,1.4489237398022279
IDC,LONG_TERM,50,133102.44248709604,,,,,,19.32357095977933,12.145492749485152,-6.262013162517861,0.6106814086731783
TVT,LONG_TERM,50,64172.49546430722,,,,,,24.50903348685037,10.473347479362712,3.9110625817076183,0.7526604506140799
TCL,LONG_TERM,50,120453.95016365623,,,,,,17.65739939335078,13.446675484263125,-5.945460189482419,1.2489090634971074
OIL,LONG_TERM,50,188159.27185271378,,,,,,18.471287527801543,6.460771196177808,7.417578415785734,1.216923731762536
C4G,LONG_TERM,50,87576.39388465046,,,,,,9.953484697587541,5.57603328709511,-2.932400144366416,1.1680677054370652
CMX,LONG_TERM,50,85749.70293468137,,,,,,13.030673510535548,9.537572042230611,-9.311031066641299,0.8471148616553408
HOT,LONG_TERM,50,40951.51519120859,,,,,,20.924324051468886,10.872655223131986,9.579426035488076,1.3195619076553664
MSB,LONG_TERM,50,35011.61635091738,,,,,,19.049139566519422,7.076765655470705,3.802700820491914,0.8176790348483276
ONE,LONG_TERM,50,105059.13647045313,,,,,,10.162596068459179,10.605979321531699,9.556448398353531,1.0637714522835962
DAH,LONG_TERM,50,61309.33666212438,,,,,,10.707474027509992,5.650472673606036,5.542135878372672,0.9820923857567097
TNC,LONG_TERM,50,137883.93068363672,,,,,,12.921783769570398,9.64271523172975,-7.657260538067181,0.3609290440869644
VOS,LONG_TERM,50,85500.64288141305,,,,,,11.531979633153323,7.790085214458607,-5.486854877441281,0.3755441641499889
LPB,LONG_TERM,50,46097.181060595954,,,,,,8.70449137917949,5.076208686709524,-7.691145679636282,0.3597727766243528
HJS,LONG_TERM,50,126460.58624002579,,,,,,14.309901637637484,8.094198916505688,-5.012739480836186,0.7145802914139048
HDG,LONG_TERM,50,26301.911540009773,,,,,,17.978970387712963,5.575157036059322,4.658387071871243,1.0884598774751086
HDC,LONG_TERM,50,44786.35364494305,,,,,,12.97785196814837,10.19849550295108,-4.618876618967467,0.308447998742181
VCI,LONG_TERM,50,94744.64359641344,,,,,,17.68020123860442,10.261516946954414,-0.37644373334543957,1.0165183377404714
HMC,LONG_TERM,50,43891.98572530959,,,,,,9.558474877716106,10.907253017856116,4.927940503802368,0.988454594935839
HQC,LONG_TERM,50,29231.19293724805,,,,,,9.40739424920193,9.264522801157538,1.2541217623444965,1.1838826093733739
