Mã,Loại,Điểm,Giá,RSI,Volume Ratio,Stop-loss,Target 1,R/R,P/E,ROE,EPS Growth,D/E
VCB,LONG_TERM,100,143030.07597849568,,,,,,23.708415935039756,18.18864732040509,16.232820871733775,0.591548552787733
CII,LONG_TERM,100,58622.955082847984,,,,,,11.195842896862171,24.25741614815747,17.082262287251552,1.4459350919157765
TRA,LONG_TERM,100,45750.35114302397,,,,,,23.82690458276814,23.00412907108633,19.58567655611985,1.3474769657410408
SHS,LONG_TERM,100,41956.98801965084,,,,,,8.289813574089672,20.135459444090518,13.838656321725985,0.2652196468681611
HHV,LONG_TERM,100,18430.76656217995,,,,,,15.325250034824943,17.35341925842967,24.683717113745537,0.29644833912702945
VOS,LONG_TERM,100,61736.054895478446,,,,,,13.052444358694977,23.890672115980728,17.456245758674832,1.2570755271675793
TCM,LONG_TERM,100,101404.31885957326,,,,,,12.832088524250583,18.64533262113649,28.14527473898704,1.0298806245073961
VCI,LONG_TERM,100,97072.9083501008,,,,,,14.789577573682134,17.650788607372018,21.059280335070213,1.3617685169361202
ROS,LONG_TERM,100,169584.92072100757,,,,,,20.783818893734463,16.29381125578441,18.496970234183006,1.2597557932899106
PVC,LONG_TERM,100,70162.73025364995,,,,,,12.86375856585865,24.974867741271474,16.894444401040907,0.9828150332468482
PVT,LONG_TERM,100,129696.42928372855,,,,,,12.37812832076883,15.366516562102529,12.345686632637452,1.2314435465778735
VHC,LONG_TERM,100,86814.30149408188,,,,,,23.1175875896787,23.071630975104792,13.097678087305447,0.9745064490798359
LPB,LONG_TERM,85,122450.14927335645,,,,,,22.905622576444525,18.46781361376234,12.796040898433834,1.955370363875548
HPG,LONG_TERM,85,43568.80890421264,,,,,,15.21154955831634,16.599385841677346,23.02363620934561,1.6630165555557967
BMS,LONG_TERM,85,87910.41920123268,,,,,,13.196694707273998,17.981075224376802,20.632953209253394,1.8885116273698004
JVC,LONG_TERM,85,81056.72473858325,,,,,,19.11435373897275,17.13292425299588,25.82409828255198,1.886217573278956
SAB,LONG_TERM,85,99858.35337314873,,,,,,16.26244531534924,17.27026451961182,26.582558814540064,1.610196953081043
EVE,LONG_TERM,85,40776.65315594583,,,,,,15.347404538572315,15.418407581572584,23.47584414526026,1.56051410663908
SSI,LONG_TERM,85,158511.91956908986,,,,,,10.323457686883238,20.733540097864946,27.993850063780634,1.6833144747768112
STB,LONG_TERM,85,110197.0763770547,,,,,,19.470988811837053,20.677707132308477,29.246004888186732,1.8821725675175247
TMP,LONG_TERM,85,38437.34019292332,,,,,,9.207078620708025,18.66364903245127,21.12121156609424,1.9393148873594361
LM8,LONG_TERM,85,43583.843733196016,,,,,,21.3249244932545,15.975317031214498,19.56678953430306,1.5672494047949537
CSI,LONG_TERM,85,136172.45960993198,,,,,,11.152675644191467,23.111458631496046,19.91461753658571,1.9498383543580606
GAS,LONG_TERM,85,141437.44615482495,,,,,,19.14494840251397,22.11045880719459,27.14259203555045,1.83180164821768
DGC,LONG_TERM,80,61091.068160081646,,,,,,25.43338905895728,24.02798823347896,20.489418491629706,1.080992864833702
TNC,LONG_TERM,80,63821.407896549776,,,,,,29.856809344121466,22.835909414110777,13.237358177154928,0.7731800352152287
DAH,LONG_TERM,80,126670.0424344596,,,,,,28.465787816815208,18.348779353668597,13.798530840782934,1.0166821770835897
SCR,LONG_TERM,80,90232.4460913031,,,,,,25.87217183215654,19.80581448748913,20.583315147428245,0.7027278659389034
HJS,LONG_TERM,80,71614.37848239561,,,,,,29.51481923876646,17.09255723522501,14.701264985684265,1.2811469608323858
BVB,LONG_TERM,80,179305.05204565768,,,,,,28.45725127519197,17.37453637157456,12.456541300459634,0.31607871919890074
IDC,LONG_TERM,75,127383.51966758347,,,,,,11.133757097422519,10.281942249263583,11.926958882345915,0.9605425337090507
VPH,LONG_TERM,75,99611.51807343143,,,,,,17.979591271065097,12.258384994049443,17.163320450023306,0.7650341131169653
VNM,LONG_TERM,75,30800.770170003154,,,,,,10.559611788578,10.598670324354726,16.773956945751976,0.5896824457885113
OCB,LONG_TERM,75,101363.4232162912,,,,,,20.276154040071546,19.48269183273176,-6.660702585851426,0.5604568029388635
SBA,LONG_TERM,75,45813.18370571576,,,,,,21.419567156455102,24.330963113254974,-7.498045544283487,0.943364543959802
CTD,LONG_TERM,75,102731.17617840254,,,,,,16.83255430004897,20.96016324255035,8.97982343102706,1.4305755220692917
PVD,LONG_TERM,75,72116.06925779203,,,,,,13.476604110265718,18.434982099370966,-5.543522203663089,0.46635315787321163
GMC,LONG_TERM,75,51435.18268628243,,,,,,22.870889387457588,8.460416631155855,24.10377162094872,0.9699450286584164
CEO,LONG_TERM,75,23020.78592155256,,,,,,10.35096418913598,12.552381449735105,11.681361995927126,0.6690933064338417
SGT,LONG_TERM,75,77571.61614991157,,,,,,9.836177400969627,21.92346951093851,-7.322955045429569,0.5419043138370888
GMD,LONG_TERM,75,176442.77048904577,,,,,,18.007262393849146,13.228710652056128,23.931627726497915,0.32217508807797296
HBC,LONG_TERM,75,120311.79072493457,,,,,,9.249711231530922,24.650783300342553,8.92577204579441,0.6164678049908919
CIG,LONG_TERM,75,88198.24161171669,,,,,,19.367051741067204,9.928526593473816,27.694112666231923,1.240714400769075
NBB,LONG_TERM,75,41021.52584403293,,,,,,24.59362297525265,8.169381761968404,16.16129290436014,0.5453750778824491
TNG,LONG_TERM,75,67250.9142964489,,,,,,14.002029721370462,20.725948399080103,2.9180622893992147,1.2589036073839632
CMG,LONG_TERM,75,42693.66875036766,,,,,,21.68649597987009,24.692606737774458,-6.349678161186039,0.9808703749689855
TDC,LONG_TERM,75,144566.1000446616,,,,,,16.806844923405414,16.027577499340925,-2.5146117537794987,0.8154873538260581
VTP,LONG_TERM,75,70925.74421462991,,,,,,11.724712557931099,23.97010488811314,1.9729694691215869,0.8796245945682155
SJS,LONG_TERM,75,53090.30870888006,,,,,,24.225646728423236,16.47212627442802,7.5782338095898005,1.4861754476079887
DBC,LONG_TERM,75,35196.363743883274,,,,,,24.118053840198343,23.605340605366973,-8.336892975547222,0.9520850894097042
QNS,LONG_TERM,75,48216.704243342705,,,,,,19.11901272234845,7.9712745300146075,25.56227862030501,0.579311619301766
CTI,LONG_TERM,75,100656.00204283393,,,,,,22.529210339947646,23.954265624905325,-4.717260453912049,1.313021011238357
AAA,LONG_TERM,75,83293.49567991788,,,,,,13.770002581245716,21.240149595218604,9.577248323626584,0.8956761058228653
HTN,LONG_TERM,75,136716.43912301224,,,,,,17.808912573173828,22.82464287097976,7.521828636395405,0.7241585641727042
VAB,LONG_TERM,75,106105.94009839624,,,,,,12.788971735952103,20.215185703404934,6.342413676478294,0.6409221623410337
VNG,LONG_TERM,75,88011.83832497259,,,,,,24.830446735695297,17.323774782065296,0.05254353043786608,0.3519457410301353
BVH,LONG_TERM,75,60251.09303634382,,,,,,21.515493323340706,9.654149109481375,18.37993715584328,1.324977673568232
PGB,LONG_TERM,75,109757.94199857497,,,,,,17.96591439651828,23.895669904241604,-2.952988244829511,0.992628534480479
FCN,LONG_TERM,75,126968.95724780059,,,,,,8.801223209079293,18.821821580932625,-4.713506197124748,0.4474049258831856
MBB,LONG_TERM,75,64553.9178686451,,,,,,10.207148647885617,15.26508240190678,7.1527934578271015,0.30940179358108416
BBC,LONG_TERM,75,134712.475450178,,,,,,11.336217131808121,22.496948267280036,3.1475433137959605,0.42835956915384465
HAH,LONG_TERM,75,120425.6995905741,,,,,,10.867465758742393,9.573301629460502,14.22067158922723,1.2435987951894187
APG,LONG_TERM,75,57617.18532639531,,,,,,19.08877613866585,10.64503512517085,29.55773324371583,0.2904124969038031
KBC,LONG_TERM,75,101581.56799249901,,,,,,23.080189663735233,16.939789501020037,7.3128672310976555,0.9474698620847157
SMC,LONG_TERM,75,26367.138858995542,,,,,,22.48067074444776,9.279115227343897,16.63502704775173,1.0114720498556233
DCL,LONG_TERM,75,96806.02232899766,,,,,,20.624316776234913,19.901443122703206,3.7639959924543795,1.4938486624625156
KDH,LONG_TERM,75,81771.29334877605,,,,,,22.712068801175437,7.823327318925419,28.244869051728237,0.24234689081074223
VJC,LONG_TERM,75,78853.33095462045,,,,,,16.2163597001803,6.843983751560534,13.89471344714524,0.9482074632868918
VPB,LONG_TERM,75,86220.78535942582,,,,,,22.955825371271164,22.00152622665868,-3.6398541058201017,0.7140503364417217
DGW,LONG_TERM,75,53159.985591208315,,,,,,11.074450445075927,24.89265589431457,-6.1489203581052765,0.5980343912502567
ANV,LONG_TERM,75,107018.85026280874,,,,,,21.98332039781232,16.000564396135175,-9.817720100173638,0.7514258992918088
TCL,LONG_TERM,75,36295.219509746305,,,,,,19.841693233188693,24.249566872052362,4.089453949549968,0.8914765206162625
SIP,LONG_TERM,75,103227.11311058083,,,,,,12.996118264857643,11.96290615120626,23.4191408472617,1.0122271895078552
ASM,LONG_TERM,75,147942.4721293692,,,,,,13.157741573124902,7.341870254724707,20.73718351454189,1.4642145870070427
SHB,LONG_TERM,75,72085.39336676491,,,,,,14.189232063622637,9.25770149665816,24.874495869520224,0.979777694693319
POM,LONG_TERM,75,27975.40071898113,,,,,,9.316195375706899,19.439822277686716,1.6784684230830074,1.160329595254822
PGI,LONG_TERM,75,94091.77893485987,,,,,,16.349014988815426,15.76726628168357,-9.483079289799461,0.8875707083577911
ACV,LONG_TERM,75,67136.37119425806,,,,,,17.544536723137398,23.453709114222,-6.2257002526173455,0.6148075930386381
LAS,LONG_TERM,75,53757.94272940625,,,,,,9.277552987127482,19.602325995354697,-3.8371579856502303,1.1747654460484849
VLC,LONG_TERM,75,28620.87105506068,,,,,,10.534293496555136,23.64379073896383,-3.365323744398747,0.33596790025069645
PHR,LONG_TERM,75,148556.7628574909,,,,,,15.668164026398117,7.910818768313259,19.173616445998295,0.6996314313522936
SSB,LONG_TERM,75,73252.31797822868,,,,,,8.806541736944927,11.0554191697881,20.168740478216908,1.4635167647353597
TVT,LONG_TERM,75,79493.03556758842,,,,,,19.984472758381454,24.34627314154702,7.543279567174572,0.3792105538513142
REE,LONG_TERM,75,39345.76163482731,,,,,,9.254429342992776,24.22066826816831,-7.463361870810599,1.2193648374535508
MIG,LONG_TERM,75,154987.03563174896,,,,,,13.32591506460663,20.12652018677887,-4.328258046829032,0.8553291224007775
PVB,LONG_TERM,75,101517.41605294023,,,,,,11.838125529229707,6.141628293495693,23.753133920159,0.21940823302180712
VIB,LONG_TERM,75,116058.72913870258,,,,,,19.22761913520232,16.507584317587508,-6.301390411579408,0.21576938464099604
VND,LONG_TERM,75,119483.84269009616,,,,,,8.288750924149014,8.483288145985977,18.82087271800067,0.876293685508313
CTS,LONG_TERM,75,130718.82859179776,,,,,,17.882971608074385,19.230603972448392,-7.588741561070824,0.7632702884889202
FMC,LONG_TERM,75,74598.94166364305,,,,,,21.247603598060103,5.60463242464321,27.753654676118543,0.9144839106953571
C47,LONG_TERM,75,54523.57027467255,,,,,,13.339383946484295,24.972778320536275,-9.771741815857254,0.9649912624632595
DHG,LONG_TERM,75,44125.54284643119,,,,,,9.653440450683702,9.796409291247256,16.565393211223082,1.1519519824900226
SAM,LONG_TERM,75,26254.67795753806,,,,,,20.507302330664608,7.505594266616027,16.58057987389607,0.8021869088033633
TCH,LONG_TERM,75,103663.1918534018,,,,,,15.223129464610409,11.631776434834016,10.66097961645092,0.8148643105280011
DTL,LONG_TERM,75,54737.08676895182,,,,,,17.84511019454557,20.37153393815261,-1.9887976339742952,0.5199182501325962
PAN,LONG_TERM,75,69099.77875773619,,,,,,22.437978386428146,23.35352869866233,-1.4517577798752423,0.9745393459286309
VNA,LONG_TERM,75,120241.27557888738,,,,,,21.33614866247494,17.11442748025116,-8.176642225216435,0.5384921818595949
VC7,LONG_TERM,75,58576.973701893316,,,,,,21.01392312331376,12.6480301903808,20.336375783282392,0.8023298383089732
IDI,LONG_TERM,75,80754.86324058143,,,,,,15.80494757141598,16.311790124124528,7.870458456418952,1.234666094497838
MPC,LONG_TERM,75,80634.1765121874,,,,,,9.942282821597264,23.564462193440306,6.241493137481232,0.3418398040688778
ITD,LONG_TERM,75,62732.205093943376,,,,,,14.474971605914558,15.168226902837292,-6.6928455736874914,0.641476362715205
HND,LONG_TERM,75,146981.27119012672,,,,,,13.8935803568388,11.789175539171445,19.089713313735352,1.070173302085936
VGS,LONG_TERM,75,22719.93482234193,,,,,,13.364340222616768,16.519919532198173,-1.8405767173944163,1.1825266421382046
DXG,LONG_TERM,75,54168.562224175206,,,,,,21.952075175529426,13.751207876167069,16.198128665590804,0.22611984883909947
ICF,LONG_TERM,75,35449.465049191786,,,,,,8.53518952275277,22.24305846360842,-5.415526338358361,1.1391379631660439
PVS,LONG_TERM,65,141756.69696469748,,,,,,25.71199065058819,21.42892204267039,15.642750156864537,1.9261136755525994
DSN,LONG_TERM,65,134623.92608700795,,,,,,27.93223312659171,22.324705246876057,10.398797539117574,1.8502335720690386
LSS,LONG_TERM,60,111740.81152093985,,,,,,19.89200408511428,13.025956580149053,14.26812806581114,1.7519078319955623
GEG,LONG_TERM,60,230305.84666552828,,,,,,17.325202771113712,11.860074070516234,13.185741792680922,1.9557709762247504
SAS,LONG_TERM,60,142017.12256127968,,,,,,21.272789076121448,10.888669080226814,24.911976034167353,1.6562276473444908
BSR,LONG_TERM,60,122646.36728141387,,,,,,21.57205138312669,13.078096926381201,22.38775540220631,1.9143575392449184
DSC,LONG_TERM,60,64248.420908139524,,,,,,12.965070943402623,19.680477101500365,-6.125205674278202,1.948117831324211
HDB,LONG_TERM,60,67015.00771360344,,,,,,8.562310701665446,17.35500496548838,-2.1096081665596866,1.56696491906692
PTI,LONG_TERM,60,46508.66951867577,,,,,,8.866322346396759,23.198565606759797,-9.230465254154723,1.9233710732036091
VBB,LONG_TERM,60,92148.68999687643,,,,,,16.295407318273455,12.557976813417586,10.140637644779666,1.7682634489578277
PGS,LONG_TERM,60,62686.10974391755,,,,,,9.497348288781541,22.907376573173202,1.0739508266700604,1.5546273208589365
PDR,LONG_TERM,60,123915.99897410067,,,,,,21.75541171710917,22.431047274263694,8.072400638584398,1.777371281974276
ACB,LONG_TERM,60,49657.192349157536,,,,,,10.401603657179711,24.199381084088497,2.3968129225618284,1.9104053868805262
TRC,LONG_TERM,60,55465.23698147154,,,,,,20.246655271290273,24.09911279373629,6.097136894845036,1.648870340060255
DIG,LONG_TERM,60,122818.19861649061,,,,,,11.090918376434251,22.985286837963738,-8.503136013099564,1.967752985796398
NVL,LONG_TERM,60,40200.52411616032,,,,,,18.821744519160625,22.841182895803794,-7.818342174876403,1.765262188974797
NT2,LONG_TERM,60,120776.78652063891,,,,,,8.078949278781243,14.885842511780167,25.94672628195047,1.7901419789009028
DPM,LONG_TERM,60,123992.77187686817,,,,,,19.497487837931452,20.139121009406608,5.9160232423275225,1.5997193059338126
TCB,LONG_TERM,60,137396.74570360308,,,,,,12.189175479253164,18.12693806317204,1.1966349617854632,1.674984069541274
ELC,LONG_TERM,60,165337.31065394636,,,,,,9.748083016410488,5.280120555967837,14.38935480050236,1.9471706852639592
HAG,LONG_TERM,60,114922.57684664948,,,,,,8.875924237322744,15.66098084686887,3.575217112356759,1.721523416233185
TBC,LONG_TERM,60,139823.8121714002,,,,,,17.51759046993291,18.88495093711947,1.3934322238539831,1.7184172285755703
VRE,LONG_TERM,60,44641.44374434148,,,,,,15.638732586914163,5.645113988635835,19.526414217313576,1.5344946861940698
MSH,LONG_TERM,55,71512.98862775725,,,,,,29.145194743683092,17.218732818655436,-2.5583390932536343,0.8343151764872168
CTG,LONG_TERM,55,60785.833138819165,,,,,,16.076276310288737,5.251444083903662,27.158217311341147,1.8819071366449522
BIC,LONG_TERM,55,52782.06834613786,,,,,,25.114456842187646,15.603288352786073,-1.098061563908601,0.30686955646792746
PRE,LONG_TERM,55,95455.56507025642,,,,,,25.22797683584917,16.70231802746958,-7.862408216739305,1.0057331530868203
EIB,LONG_TERM,55,22731.646959854177,,,,,,25.631548255252504,18.29635607912945,-5.562447867237825,1.4820170901708212
ABT,LONG_TERM,55,75343.17665115917,,,,,,28.59115256083137,14.635228164304305,19.0146855372814,1.3118617313043588
ABB,LONG_TERM,55,30155.601624305265,,,,,,27.354146016793617,16.005685595331578,-5.071081446932104,1.0831364157522372
FRT,LONG_TERM,55,74466.25061457111,,,,,,27.0197566295294,7.200499114453123,26.800548205430147,0.5609401074281043
MVN,LONG_TERM,55,96885.11438503838,,,,,,25.140660839080628,17.85120165631806,2.4965474761325357,1.1433538422092455
VGG,LONG_TERM,55,42626.034868439434,,,,,,26.111530054024787,24.62683821565246,1.278813629127109,0.44096703324155784
BCM,LONG_TERM,55,62876.59914489567,,,,,,29.36723357581781,21.966384078015043,2.1983927382977306,0.5466175355831064
NTL,LONG_TERM,55,144832.94532414633,,,,,,29.044326673683184,9.140202043995469,18.31356626097918,1.287271391094412
BLF,LONG_TERM,55,30617.537978594522,,,,,,28.45527626119244,14.73083742684806,19.71366118394218,0.22418883434719594
SCS,LONG_TERM,55,140525.76516440255,,,,,,27.51676454005352,9.227664098329967,26.29813171634514,0.8933814839783856
VDS,LONG_TERM,55,124625.50813058272,,,,,,25.485470181654883,16.29467749950974,-5.2216360907047,1.4450355997742506
FTS,LONG_TERM,55,40487.67486298753,,,,,,28.391482970810504,9.648879843693248,21.01293252801983,0.4832871702257964
HAT,LONG_TERM,55,44573.122389583295,,,,,,25.63256391517843,24.85726710986238,-1.18194159920753,1.0029363495397463
D2D,LONG_TERM,55,73350.04152282918,,,,,,27.98803412048715,21.01793963475752,1.7939578996585546,0.42419168236305194
MCH,LONG_TERM,55,63410.2594617851,,,,,,26.86378635015008,16.83248771287696,8.370438179903434,0.6426060219400951
NLG,LONG_TERM,55,106353.27904766198,,,,,,27.74291284829255,14.507921720460416,10.89135346203836,1.4395156509619254
BCG,LONG_TERM,55,171921.72350190417,,,,,,25.259133157024028,24.53945432096937,-0.5732139283591522,0.27161178551577936
DBD,LONG_TERM,55,192736.90886875446,,,,,,27.58532419880022,17.650584768019762,-7.338273564744946,0.8153138165260725
BID,LONG_TERM,55,114653.02620702807,,,,,,25.766870583187924,20.502858586737435,1.9228955216754287,1.1813115542910995
HAR,LONG_TERM,55,138320.77608734305,,,,,,25.411333259525186,16.60211635269091,-8.434755767719398,0.6046451636249001
DBT,LONG_TERM,55,97075.29610237754,,,,,,28.12380271433753,23.725910646175368,4.302465269447895,0.7762586750994938
MSB,LONG_TERM,55,187895.30694696537,,,,,,28.35760382881095,24.45921573359896,4.362171112857109,0.3161930099036939
GEX,LONG_TERM,50,70110.58663384807,,,,,,13.171887047659535,13.337280098543227,-4.1844727466983,0.26477254036784076
PPC,LONG_TERM,50,67658.27985415737,,,,,,22.126384045440034,10.033374119190789,-9.673693442238122,1.4894714184238786
HBS,LONG_TERM,50,50939.32138464302,,,,,,9.771483609288412,7.518201846412258,4.023825851094873,0.6310682071542384
TPB,LONG_TERM,50,62547.48432967323,,,,,,18.90100735164775,12.911808561933348,9.192461645290805,0.6720361974073935
AGR,LONG_TERM,50,101800.31753224393,,,,,,8.45600653957502,11.800912370968566,3.7552772831476755,0.5564718501658588
DRH,LONG_TERM,50,19495.406781916852,,,,,,15.365468997820336,11.106656030213935,-5.482614441637952,0.8430063892685487
VSH,LONG_TERM,50,38429.0581731695,,,,,,23.88607051744383,6.156715133172073,-5.135010199279777,0.7535645517640137
VGT,LONG_TERM,50,50366.51714797859,,,,,,22.04210546994258,6.5699126648040185,-4.6126135077852215,1.0996302676878011
IMP,LONG_TERM,50,63220.674966326194,,,,,,10.072418527947963,13.287335184845187,0.07505453212548474,0.8854754980723605
GVR,LONG_TERM,50,148607.0891118255,,,,,,8.6479899363838,6.461259401851061,9.863926180231047,0.6947307979648365
TLH,LONG_TERM,50,85921.6379143158,,,,,,15.659280558353405,11.54228227817504,-3.8579540119613664,0.34640469156154813
NKG,LONG_TERM,50,69463.19820013428,,,,,,19.76384250001778,8.708184311415808,-8.98309989612438,0.9754896961578867
PLX,LONG_TERM,50,79102.39480443233,,,,,,20.73505902311949,6.227482174713071,4.666700485872379,0.2005237480143477
C4G,LONG_TERM,50,75384.33007455293,,,,,,24.47370738423433,9.67247194612561,-4.276918912539998,1.158076302194068
TSC,LONG_TERM,50,71804.21708329837,,,,,,16.838700609825555,14.57434688577915,-0.3032381829788413,0.2719565585981871
PNJ,LONG_TERM,50,25823.090355007367,,,,,,11.444434321390634,8.083052499594856,9.981158019903702,0.5663516712416019
HDC,LONG_TERM,50,79180.93998622282,,,,,,17.31733465035383,12.828062552051518,-8.403867442826595,0.769966927483622
VIS,LONG_TERM,50,95499.42047667902,,,,,,13.832242388360704,7.428663559993578,0.06415120876758351,1.0324294380467904
HAC,LONG_TERM,50,116299.6531775203,,,,,,24.92427637476941,12.348908212733393,0.11921676920055191,1.234668206465292
AST,LONG_TERM,50,46088.51625502109,,,,,,17.25082913413047,14.297743616086787,7.8415442917353175,1.4276085620482324
HUT,LONG_TERM,50,171972.4567375594,,,,,,20.537050055222267,13.756753784631817,-4.76562829341479,0.9890569311460766
